,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,base_values
5657,-0.0445490068582876,0.1132718652693438,-0.0867422528198221,0.0059077968818019,-0.133563595481828,0.0992485647049034,0.0064096979409805,0.0256358131713932,-0.0249824329695547,0.0055834205006249,0.010239466758212,0.095474158349134,0.0025381765983183,0.1989954516087891,-0.3036169616389088,-0.1683004888132563,0.0,0.0094199651200324,0.0,-0.0112951738736592,0.0194635582691989,0.0004071234259754,0.0,-0.0039118133438751,0.0,0.0,-0.0056328567519085,-0.0043318061361787,0.0032717023062286,0.0678569106059149,0.0181400326720904,0.0,0.0625813447649125,-0.0492844544898253,-0.1277096548757981,-0.1054037657973822,-0.0006646314938552,0.0041666175355203,-0.0803755511564668,-0.0063866366370348,0.0130556697022984,0.0249067013157764,0.0315830717067001,-0.0164393476448094,-0.0008260788023471,-0.0326026663189986,0.0036797010083682,0.0166111490520415,0.0006978185102343,0.0,-0.0137084600323578,-0.1134555725820246,-0.0495753901440184,0.0,0.0002549244323745,0.0172329325065948,0.0093956613214686,0.0062463278870563,0.0155233811374637,-0.0100343646178953,-0.0121127126793726,-0.0007440790417604,0.0081155772542115,0.0011349805165082,-0.0107102235872298,-0.0271395430629127,0.0926067559238436,0.0,-0.0660981878149323,0.0070762197603471,0.0207136064366204,0.0012303341925144,0.0005957133509218,-0.0019453868945129,-0.0042478674514131,-0.0449323747842572,0.0076101084565743,-0.0286142100021243,-0.0101654614205472,-0.0013477140903705,0.0,-0.0140826495905639,0.0076050357194617,0.0014375756168738,0.0020461643132148,-0.0055585137331217,0.0016673634876497,-0.0196695948758861,-0.0061230701906606,0.0067370380973443,-0.0784104419674258,-0.024766098690452,-0.0118549202918075,-0.0091560456919251,-0.0100884797686012,0.0037173728167545,0.0074558187881484,-0.0025269054406089,-0.0126296784851001,-0.0150271007890114,-0.004380335753085,-0.0579225248727016,-0.0101938411896117,-0.0053651102457661,0.0,-0.0062271831343241,0.0054080414096824,0.0,-0.003119852670934,0.0914958725398173,0.0,0.0023007862747181,-0.0037689268193207,-0.0017005161568522,-2.711145339896581
51549,0.2301488412480102,-0.0243524209252791,0.1125289390806574,0.0218806609199964,0.0181283975945552,0.1617138756340136,-0.0106324645492713,0.0191507547482615,-0.0134357740206178,0.0025262056535575,0.0009322702558711,-0.0006822630023816,-0.0100966538523789,0.0286782605864573,0.2536911086813779,-0.2494473578699398,0.0,0.059019238660112,0.0,-0.0337649924028664,-0.0748455460557306,-0.0059099785570288,0.0,0.0517079702438786,0.0,0.0,-0.0060404570371611,-0.0018404447456123,-0.0012398403184488,0.0523522847547428,0.0155536877689883,0.0,0.0611466609797207,0.0650615728565026,0.0508940463443286,0.0439685799955623,-0.0010257074062246,0.0235441871354123,-0.1133304363768547,-0.0464781445573316,0.0123130278996541,0.0526938004605472,-0.043005293746246,0.0722904992842814,-0.0029341998067684,-0.0021616296900901,-0.0218524030572734,0.1368614323076326,-0.0006996528094168,0.0018297142395749,-0.1107655102433636,-0.1562479591771261,-0.0735695252788718,0.0,-0.0226640556938946,-0.0145549559639766,0.0149847893323749,0.0070785880496259,-0.0214432845037663,0.0007740969868609,0.0029926309967413,-0.0180185349058592,0.0075526578573044,0.0072341717724339,0.0212168195820413,-0.1049957693293254,0.0957275280865724,0.0,0.0294892709463601,-0.032657774221152,-0.1023904377617873,0.0007514299149625,0.0005957133509218,-0.0021751406713156,-0.0075268522062106,-0.0199926195153966,0.0028699750034138,0.0103928077896125,-0.0131092084955889,-0.0006316103111021,-0.0001117609813809,-0.0262152601778507,0.0026366987964138,0.0013306709285825,-9.911019587889312e-05,-0.0145536135073052,0.0002871230244636,-0.0142746650020126,-0.0069238137360662,0.0048478114278987,0.0399972625705413,-0.0091851486539235,-0.0047939047357067,-0.0009958359750453,-0.0100813669012859,0.0010976577422115,0.005311484937556,-0.01364387132111,0.0071575699257664,-0.0016569526361126,0.008548194192117,0.0512438991095405,-0.0214365739602362,-0.0031676478608278,0.0,-0.0151402269431855,-0.0469960468471981,4.709742963314057e-05,0.0004393732524476,-0.1225717129249824,0.0,-0.0543387394153978,-0.011454717842862,0.0001244280114769,-2.711145339896581
48862,-0.0373261875886237,-0.0241184111585607,0.0981011560885235,0.0192232186798355,0.0298018903474439,-0.0287262276548426,0.0142645011359127,-0.0881011057959403,-0.0475790831493213,0.0096542229916667,0.0004972498887218,-0.0054825485021501,0.0082749191805487,0.3817264278850052,0.1479321153793716,-0.3383801878849044,0.0,0.012653884650208,0.0,-0.0226967941224575,0.0220923391508404,-0.0002872833400033,0.0,-0.0032130064582452,0.0,0.0,-0.0102183867176063,-0.0019401786476373,0.0012984845906612,0.0723237249359954,0.0209705158683937,0.0,0.0558676549018127,0.092564871427603,0.0501911933231167,0.0829117416089866,0.0005963743649772,-0.0073905242269393,-0.0746844889502972,0.0321459179086377,0.0219654143264051,-0.009514650729543,-0.0537719397922046,0.0855556931882165,-0.0026404792908579,-0.0215640864196757,0.0003528201661538,0.0426810143604234,0.0006911900185514,0.0006299079954624,0.0857805049722083,-0.0566928959509823,0.0701341160573065,0.0,-0.0061652622022666,-0.1300705121248029,-0.1037233813788043,0.0074324265866016,-0.1250041996350046,-0.0058191311266273,0.0014371650741668,0.0027549126418307,0.0157865538820624,0.0062049312132876,0.0408836547969258,-0.0446718626819711,0.0666971700193244,0.0,0.0199741159990662,-0.0084496557060629,-0.0513691136665875,0.0057283301651477,0.0008592488779686,-0.0033076880412409,-0.0270961236988659,-0.0285241667949594,0.0187873800471425,-0.054152002610499,-0.0181941936304792,-0.0029623095248825,0.0,-0.0146134610369335,-0.0064722216618247,0.0010113992914557,0.0003994732128921,-0.0101208209095057,0.0020028754509985,0.082815519736032,-0.0069712178129702,0.0024649574782233,0.062453442128608,0.0038680658093653,-0.0131811144016683,-0.0061324827605858,-0.0147249446503701,0.003965771603398,0.0043924433784559,-0.0057587953787879,-0.0096499308408237,-0.0175184342026477,-0.0058326548640616,0.0352048595788073,-0.0054430946736829,-0.0004129942483268,0.0,-0.0473175223809812,0.0075376095678075,0.0,-0.0016926147491903,-0.0879066412273096,0.0,-0.0026419434626586,-0.0078284120094031,0.0012442801147699,-2.711145339896581
40431,0.1092803274901234,0.1314781115448568,-0.0493532818008679,0.0294340371404541,0.0212511202634777,0.0896322142030112,0.0122036348568508,-0.0001362973655341,-0.0306703506177291,0.0036484047799604,0.0113059803150827,-0.0027497638193017,0.0065686062467284,0.7024684660945786,0.2294534220546484,0.153686611627927,0.0,0.0605631651496514,0.0,-0.022645166455768,-0.0303690381313208,0.0051767769362777,0.0,0.0372464881744235,0.0,0.0014528596773743,-0.0070656163740204,-0.0012175942611065,-0.0051848786068148,0.0663660568499472,0.0257356550148688,0.0,0.05556342907832,0.0539863546128617,-0.1017787858890369,-0.1160201701219193,-0.0055379537749104,0.0082819027540972,-0.0551092792631243,0.0357164797198493,0.0179544290329795,0.0342549308389425,-0.0547740832323324,-0.0625665110943373,-0.0018264960264787,0.0056586315958702,-0.0177039711107499,-0.1123860951286042,-0.0005441038019489,0.0005712672369554,0.0489818553219083,-0.006576058466162,-0.0342578604433219,0.0,0.0170495434536132,0.0518182275665458,0.0095268210989888,0.008347184495069,0.1369433331798063,0.0070744040119461,0.002823834400624,-0.0184886893909424,-0.0350941656925715,-0.0047022984852083,-0.0090980533091351,-0.0613876520571648,0.0196328377764439,0.0,-0.0113435714319348,0.0135520645231008,-0.012758899006294,-0.0005027171969413,0.0012165531539358,0.0025096790754469,0.0074505541467806,-0.0210816260729916,-0.0123868831829167,0.0386716303275898,-0.0186138975934591,-0.0030674343928694,0.0,-0.0207493457855889,0.0005449855024926,0.0020101782726123,0.0007658468675799,0.0289497172374103,0.0007201101537793,0.0222008398780599,-0.0046658739203121,0.0001271104370243,0.0435893878131173,-0.0093796911218669,0.0175935334456153,-0.0044457522104494,-0.0081720219226554,0.0016012683499138,0.0044813007162883,0.0026385382580338,0.0119797831634059,-0.0121433602616889,-0.0069364628294715,0.0530373314989265,-0.011983663807623,-0.0064304466976318,0.0,0.060959329631878,-0.016841147292871,0.0,-0.0078470462490804,-0.0142801337584387,0.0,0.0034323380584828,-0.0027595959225436,0.0001244280114769,-2.711145339896581
26501,-0.0827153557587371,-0.0230570766190066,0.1121343511081067,0.0079537846930907,-0.1409528915173723,0.1355251968695665,0.0112210195008083,0.0399999243661295,-0.0349752397922566,0.006142835158389,0.0011512856255285,0.0025113914420944,0.008683642676915,0.1969172938884003,-0.0011171721329446,-0.0322476910194382,0.0,0.0201305263419635,0.0,-0.0406740251462906,0.0316063479299191,0.0029118610685691,0.0,-0.0042881002975627,0.0,0.0,-0.0011497343430528,-0.0026246418617665,0.0027587671551737,0.080180436350638,0.0158664009545464,0.0,0.0447123102674959,0.0587597805657424,0.0884650315600447,-0.1746178023485117,-0.0010606834411737,0.0149791858135722,-0.0482713429280556,-0.0516444119950756,0.026268483439926,0.0055692509270738,-0.0035126336652319,-0.0063221866160165,-0.0008941496163606,0.0253830993542214,0.0032614460634067,0.0150450278300559,0.0013784506171941,0.0007228785427287,0.0122126122174086,0.0546953090641181,0.0440768802864477,0.0,0.0003309223684482,0.0013333343109115,0.0186577533127274,0.0045380626013502,0.0117501463447115,0.0124348697066307,0.0055213205749168,0.0093233609612798,0.0091326940990984,0.007272557565011,0.0136152664001565,-0.1040904863254399,0.109166234992881,0.0,0.0262403857649769,-0.0069576410483568,0.0316083346807863,0.0010502165183424,0.0005957133509218,-0.0054175078490516,-0.0275268101255642,-0.0235675917821936,0.0082277480163611,-0.0550491648423485,-0.0308059757389128,-0.0013217343087308,0.0,-0.0434686747868545,-0.0266232964012306,0.0018609803821891,0.0034366642602253,-0.0077903988026082,0.0027383651980198,-0.0131299738195957,-0.0061541493190452,0.0066339050652459,0.0068408409861149,-0.0417522376804845,-0.0139696526480838,-0.0041744683228898,-0.0069542574166553,0.0046734574250876,0.0039683593111112,-0.0102387860810267,-0.0174658532853936,-0.0240546446968801,-0.0065302822605008,0.0595114367007045,-0.0090769291622564,-0.0045568927109707,0.0,0.0188938063100067,0.0060518022696487,0.0,-0.002624051697785,0.1106768304624711,0.0,0.018317879861861,-0.0060634987615048,0.0001659040153026,-2.711145339896581
48619,-0.0356254727438499,-0.1660887858804199,0.0514487700434983,0.0200085957889677,0.0434655566334549,-0.0114138732361607,0.0103853778890334,0.0109849174175178,-0.0414178958395496,-0.0506528929196065,-0.0387517006746202,0.0007006590867968,-0.030400270660175,0.0432287406752584,-0.2059679550409782,0.7587180500874819,0.0,-0.1077395446761511,0.0,0.0775875802175141,-0.0135151513735763,0.0038064146484248,0.0,0.0065932418592274,0.0,0.0,-0.0052612584177404,-0.0055497965938411,-0.0139605145552195,-0.0784306976909283,0.0167073677049484,0.0,0.0626274355093483,-0.0214040175743866,-0.105089340780396,-0.0477878963841067,-7.823756895959377e-05,0.0126703516533598,-0.0666035526432096,-0.0629211022808158,-0.0167076007754076,0.00349331646692,-0.042276607317035,-0.027925724996603,-0.0005108351260423,-0.0003049798923893,0.0016170601209159,-0.0149485585777438,-0.0012599571235477,0.0004573525860905,0.0135728991078212,0.1524797114852117,0.009014551237924,0.0,-0.0034452246443834,0.0315430339600425,-0.0087002604056033,-0.0041855727031361,0.0473280061522382,-0.0049374486715532,0.0006551090173888,0.0025799728970741,0.0107068829180207,0.0095413758687209,-0.0236470951815135,0.0066281099440675,-0.0422851307378732,0.0,0.0204398737754672,0.003757090345025,-0.0577435285013052,0.0057283301651477,0.0006366254482418,-0.0017857675440609,-0.0162839986919425,-0.0368864165479317,0.003344701915048,-0.0621513823699206,-0.0037619885406456,-0.0008031423552893,0.0,-0.0133531879086513,0.0018767684954218,0.0020022057159803,0.0005576280964305,-0.0105323776919976,-0.0026277899497654,0.0625614758045412,-0.0069378978852182,-0.001268887022743,0.0479974296176806,0.00408020722738,-0.0027050379582215,0.0291542200016556,0.0619330169887689,0.0025676872674375,0.0057810268690809,-0.0068895062088267,-0.0039562344469595,-0.0233693088334985,0.0010917485225945,-0.0204030092578614,0.0032068228992284,-0.0145557469181949,0.0,0.0548051059950375,-0.0155856031342409,0.0,0.0046269397286232,-0.0609266618202673,0.0,-0.0034705094271339,-0.0112110162741737,0.0001659040153026,-2.711145339896581
23085,0.0500024419149849,-0.2151510000985581,0.0720808535936521,0.0116839665622683,0.0336201107027591,-0.0119838479469763,-0.003666387694102,-0.1320686205109814,-0.0263564676686655,0.0033668477495666,0.002886553560238,0.000112586246978,0.0144915565452538,0.3058335492655169,-0.1180533901747549,-0.0110324680479243,0.0,0.0492583201103843,0.0,-0.024760605841875,-0.0402132755267666,-0.0030661336518824,0.0,0.0239877342479303,0.0,0.0,0.0189780924894148,0.0328635659662541,0.0144576258526649,0.1018401570594869,0.0089896193682216,0.0,0.0712825008016079,0.0173814026202308,0.0687534074508585,0.0965031173976603,-0.0018127210298553,-0.0261434522178024,-0.0409607720421627,-0.038764674354752,0.0465670586493797,-0.0172506143467035,-0.0008946633199229,-0.010563576517743,-0.001115351851331,0.0269922028014843,0.0034009382373187,0.0198168095803703,0.0012028362229466,0.0,0.0174530001491075,0.0885475380864227,0.0407887355610728,0.0,0.0032077262725215,0.0059741964176646,0.0100713745923712,0.0100241119298152,0.0006482947751646,0.0124850561702623,0.001191352729802,0.0021672494756057,-0.0267492390703409,0.0072507168073207,-0.0065722119412384,-0.0892567037252592,0.0869119605870219,0.0,-0.0068052587675629,0.0097952098329551,-0.0354028501700668,-0.0005027171969413,0.0012165531539358,0.0060852181148948,0.0078885263489792,0.1038047655811533,-0.0221908661699853,0.0267548265471123,0.1054147365107201,-0.0037410875130444,0.0021234586462378,0.0450497646472649,0.0069896411872468,0.0068909138813614,-0.0009827700571622,0.0113003273839422,0.0016817578230984,0.0591253081802278,-0.0047058539662975,0.0005016904626972,-0.0589184689358808,0.0204503662908973,0.0145711464629857,-0.0019127490848768,-0.0076273244598996,0.0009080342226661,0.0054862863500602,0.0037035572173772,0.0083190382563043,-0.0097166419489076,-0.0039240758406231,0.0398405697394628,-0.002330109156901,-0.0087895387745811,0.0,-0.0048050662101013,-0.0007313419645652,0.0,-0.0002110383455874,0.0197596298620919,0.0,0.0073142411047592,-0.0073785782977938,0.0001659040153026,-2.711145339896581
29838,-0.0556298490254266,0.0944621017482131,-0.1047717297152849,-0.0151356182593735,0.0541635951919306,-0.0270315966411726,-0.024445743052056,0.0198913339778664,-0.0247452858858741,0.002669179807417,0.0055654205218888,0.0783825715228886,-0.0669469719659537,0.0293584606278454,-0.2317538073967443,-0.0614218965393956,0.0,0.0129675856279209,0.0,-0.0177974576153792,0.0194990338385105,0.0005122965900227,0.0,-0.0042881002975627,0.0,0.0,-0.0094079460878856,-0.0024675105139613,0.0112197340431157,-0.0834827226761262,0.0167190862586721,0.0,0.0699589894851669,-0.0499301600764738,-0.0797670954396016,-0.0731968988559674,-0.0014887490833643,-0.0030595040530897,-0.0452518036041874,0.0154503619570459,0.0113170451088808,0.0134907946042949,-0.0397030388575512,0.0378638933843467,-0.0004449398705037,-0.0120978288189508,-0.0057694190333131,0.068769989774446,-0.0002716330066323,-0.0007207702379673,-0.0432370062248082,0.0588763004308566,-0.0492565084970556,0.0,0.0033799539401661,-0.01881256898836,0.0059052055655047,0.0013394387997686,-0.2263317005106364,0.0076988140051253,0.0029926309967413,-0.0006003707036143,0.0103416981722693,0.0113536699779797,-0.0031287650077138,-0.0009920724044786,-0.0686027180257951,0.0,0.0206024247442837,-0.0072453367314301,-0.0153060985187767,0.0012303341925144,0.0006366254482418,-0.0028575910607469,0.0001029054544051,-0.0406537799281068,-0.0076426912145689,-0.0171433474379591,-0.0023899372626328,-0.0013599806133424,0.0,-0.0117749936203472,0.0009397336444817,0.001679563880898,-0.0021847296343185,0.0018700699962209,-0.0052858067955821,-0.028063965557958,-0.0079275734908878,0.0067370380973443,0.0615633310598786,-0.0293006628105649,-0.0120639128732727,-0.0072536007052985,-0.0091263068886473,0.0016323417273815,0.0050768788252025,-0.0089973002517945,0.0003781603032257,-0.0132229851838201,-0.0044477950566215,0.0394551458756905,-0.0111754639155697,-0.0065677425160538,0.0,-0.0321552106796298,0.005129852037644,0.0,0.0009594207719783,0.0785759896598756,0.0,0.0013500398746691,-0.0031069804407889,0.0001659040153026,-2.711145339896581
40847,-0.0937634189199161,0.0883468243302195,-0.0468027917281142,0.0191891049212426,0.0054607221423066,-0.001602639061748,-0.0102924987050937,-0.0212587684736354,0.0275094128982163,0.0009489880886394,0.0048485144840378,-0.0054196500289981,0.0053634141682414,-0.5069741480250377,-0.2830242291960166,0.1182325744928675,0.0,0.0144398805266246,0.0,-0.0317765163257718,0.0228845649969298,0.0010742847062647,0.0,-0.0039184551313519,0.0,0.0,-0.012067726739915,-0.0056158126360969,0.0022922123264288,0.050518005406484,0.0171001542033627,0.0,0.0545466285408474,-0.019350967479404,-0.1237947442370932,-0.0581555324027431,-0.0017955751810222,-0.0075469280249672,-0.0967104099015705,-0.0295718652027426,-0.0369336172944167,0.0310133990424219,-0.0511618587648263,-0.0749820085358805,-0.003619422748452,0.0044123319082427,-0.0129496032180031,-0.0316640027827816,-0.0014888156764209,-6.267567630857229e-05,0.0479753498302307,0.0051012021806673,0.0227552056370768,0.0,-0.0129004579994943,0.0500183553362148,-0.0456512697215657,-0.0165849867253564,0.0786184539095847,0.0073023099917918,0.0010483516636304,0.0016788591485237,0.0089629611966665,-0.1603856151894433,-0.0195873515303537,-0.1086261449150333,0.07123332818388,0.0007464809715747,0.0199067008856218,-0.0075743971159681,0.0229896553637809,-0.0018482184410095,0.0008055458217859,-0.005483074071235,0.0004177970622549,-0.0393030519085004,0.0057140580401755,0.0137643862899858,-0.003412683395436,-0.0018612179113551,0.0,-0.0174788762582466,0.0045311838685302,-0.0311556361662223,-0.0020766930608078,-0.0104959848581347,0.001195452499669,-0.0232690612750593,-0.009409141249489,0.0062648147298023,-0.1290026957099325,0.001140275177313,-0.0157548558036796,-0.0123276395228458,-0.0144643005693797,0.0016375010006595,-0.0525334179680794,-0.0768506707041524,-0.0219516262592514,-0.0099392425760743,0.0075845806766301,0.0164171012077713,-0.0039466121449368,-8.342931978404522e-05,0.0,-0.0125668558920733,0.0036973468121141,0.0,-0.0012358069547917,0.0553651902463752,0.0,0.0073025526013225,0.0007553227886091,-0.0160512134805321,-2.711145339896581
14518,0.1206912202318199,-0.0003915208275429,0.1024583402066491,0.0400156931587844,0.0581442853641056,-0.022913188922248,-0.0035701946576591,0.0007799289928516,-0.0665586737717967,0.0096176029194612,0.0036212674854323,-0.0051793300168355,0.0030300210666609,0.0575321125733898,0.3224145674216561,0.1850953937927261,0.0,-0.0743688679439947,0.0,0.1029239744134247,-0.1248017476004315,0.0042448546201922,0.0,-0.0006355455750599,0.0,0.0,0.0005099736072588,-0.0040623082430101,0.023654019634996,-0.1425205138034652,0.0223943326808512,0.0,0.0633539720345288,0.0271885127981659,0.045418239638675,0.0576703442190773,0.0191448796947952,-0.0087612225598422,-0.0690644985972903,-0.0381612356705591,-0.0924413076764903,-0.0162806623327196,0.0383551631739828,-0.0554960539710009,-0.0006707310903584,-0.0209473539865575,0.002022539837053,-0.0496155174338491,0.0001564140245318,-0.0002099693194031,0.0148745746683562,0.0679492382510216,0.0142298634944017,0.0,0.0056247602473013,0.0481626264477381,0.0171097819355782,-0.0063731923827435,0.0870942263081087,-0.0074751562043093,-0.0046007481854758,0.0006088290928164,0.0131682216282933,0.0084688241034746,0.0140452804314554,-0.0751800637925043,-0.1077258571895072,0.0,0.0421397009585052,-0.0341881735716015,0.0233980196563061,-0.0005027171969413,0.0006366254482418,0.0243002036598045,0.0370417407917557,-0.0202316565602086,-0.0054916468681767,0.0006046446063555,-0.0059130157390609,-0.0032722860248759,0.0,-0.0191259479004656,0.0065951000305358,-0.0098750182637013,-0.0001136457116808,0.0132549850248324,0.0177874529361724,-0.0274990023940335,0.0297140130330808,0.0019917976763099,0.149479273527977,-0.0341655546994297,-0.0111980511649744,-0.0063475896330783,-0.0063024673174368,0.0015874139545485,0.0043958955490961,-0.0207393728994065,-0.0010935517508187,-0.003999399919121,-0.0082852930942317,0.0486684791150037,0.0004728817963041,-0.0051006428222171,0.0,-0.0205662383005255,0.0049116306134965,0.0,-0.0012979069602442,0.1286202393309213,0.0,0.0008763896406162,-0.0055514190107351,0.0002488560229539,-2.711145339896581
